"Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
2022-07-13 04:30:00,"Just F.","Batog T.",2,3,12,10,8,11,11,6,6,11,8,11,0
2022-07-13 04:30:00,"Louda J.","Batthyany T.",3,1,13,11,17,15,3,11,11,6,NA,NA,1
2022-07-13 05:00:00,"Klement M.","Korp Jr. P.",3,2,12,10,9,11,16,14,7,11,11,8,1
2022-07-13 05:00:00,"Ruzicka J.","Brozik K.",2,3,11,4,8,11,11,7,4,11,5,11,0
2022-07-13 05:30:00,"Batog T.","Belonoznik A.",3,2,12,10,6,11,12,10,10,12,11,9,1
2022-07-13 05:30:00,"Batthyany T.","Regner Mic.",3,2,8,11,11,6,3,11,11,6,16,14,1
2022-07-13 06:00:00,"Brozik K.","Regner Mic.",3,1,11,7,11,8,6,11,11,5,NA,NA,1
2022-07-13 06:00:00,"Just F.","Klement M.",1,3,9,11,4,11,11,7,2,11,NA,NA,0
2022-07-13 06:30:00,"Batog T.","Belonoznik A.",0,3,11,13,8,11,8,11,NA,NA,NA,NA,0
2022-07-13 06:30:00,"Louda J.","Batthyany T.",0,3,6,11,7,11,9,11,NA,NA,NA,NA,0
2022-07-13 09:00:00,"Adamec M.","Hruska V. sr",0,3,7,11,3,11,6,11,NA,NA,NA,NA,0
2022-07-13 09:00:00,"Grill J.","Kostal M.",3,0,11,5,11,3,11,6,NA,NA,NA,NA,1
2022-07-13 09:00:00,"Kantor L.","Macura R.",3,0,11,2,11,8,11,8,NA,NA,NA,NA,1
2022-07-13 09:00:00,"Zobac M.","Moravec M.",3,2,11,2,9,11,7,11,11,7,11,5,1
2022-07-13 09:30:00,"Havel L.","Plachy J.",3,1,9,11,11,5,11,8,11,9,NA,NA,1
2022-07-13 09:30:00,"Jochym P.","Vavrecka M.",0,3,1,11,4,11,5,11,NA,NA,NA,NA,0
2022-07-13 09:30:00,"Lengal D.","Paril O.",0,3,5,11,2,11,9,11,NA,NA,NA,NA,0
2022-07-13 09:30:00,"Smrcek M.","Stolfa J.",3,0,11,9,11,7,11,6,NA,NA,NA,NA,1
2022-07-13 10:00:00,"Hruska V. sr","Havel L.",3,2,12,10,10,12,11,8,6,11,11,8,1
2022-07-13 10:00:00,"Kostal M.","Smrcek M.",0,3,5,11,11,13,9,11,NA,NA,NA,NA,0
2022-07-13 10:00:00,"Macura R.","Jochym P.",2,3,1,11,11,7,7,11,11,6,11,13,0
2022-07-13 10:00:00,"Moravec M.","Lengal D.",3,2,11,6,11,9,7,11,2,11,13,11,1
2022-07-13 10:30:00,"Paril O.","Zobac M.",3,0,11,3,13,11,11,2,NA,NA,NA,NA,1
2022-07-13 10:30:00,"Plachy J.","Adamec M.",3,1,11,8,11,13,11,9,11,6,NA,NA,1
2022-07-13 10:35:00,"Stolfa J.","Grill J.",0,3,8,11,6,11,3,11,NA,NA,NA,NA,0
2022-07-13 10:35:00,"Vavrecka M.","Kantor L.",1,3,7,11,12,14,11,9,5,11,NA,NA,0
2022-07-13 11:00:00,"Adamec M.","Havel L.",1,3,9,11,11,9,5,11,5,11,NA,NA,0
2022-07-13 11:00:00,"Grill J.","Smrcek M.",3,1,8,11,11,6,11,5,11,9,NA,NA,1
2022-07-13 11:00:00,"Kantor L.","Jochym P.",3,2,8,11,7,11,11,7,11,9,11,6,1
2022-07-13 11:00:00,"Zobac M.","Lengal D.",3,2,12,10,11,6,6,11,7,11,11,6,1
2022-07-13 11:30:00,"Hruska V. sr","Plachy J.",1,3,11,1,4,11,7,11,7,11,NA,NA,0
2022-07-13 11:30:00,"Kostal M.","Stolfa J.",3,2,12,10,8,11,11,3,6,11,11,8,1
2022-07-13 11:30:00,"Macura R.","Vavrecka M.",3,2,13,11,9,11,10,12,11,8,11,9,1
2022-07-13 11:30:00,"Moravec M.","Paril O.",0,3,7,11,8,11,3,11,NA,NA,NA,NA,0
2022-07-13 12:00:00,"Macura R.","Jochym P.",1,3,11,8,6,11,9,11,5,11,NA,NA,0
2022-07-13 12:00:00,"Moravec M.","Lengal D.",3,1,16,14,13,11,7,11,11,5,NA,NA,1
2022-07-13 12:00:00,"Plachy J.","Adamec M.",3,1,11,8,11,6,9,11,11,3,NA,NA,1
2022-07-13 12:05:00,"Kostal M.","Stolfa J.",3,1,11,5,12,14,11,7,11,7,NA,NA,1
2022-07-13 12:30:00,"Grill J.","Smrcek M.",0,3,6,11,3,11,4,11,NA,NA,NA,NA,0
2022-07-13 12:30:00,"Havel L.","Hruska V. sr",3,1,7,11,11,5,12,10,11,5,NA,NA,1
2022-07-13 12:30:00,"Kantor L.","Vavrecka M.",2,3,11,6,11,5,5,11,7,11,10,12,0
2022-07-13 12:30:00,"Paril O.","Zobac M.",1,3,11,8,5,11,9,11,8,11,NA,NA,0
2022-07-13 13:00:00,"Kliuchuk R.","Pozarsky J.",3,1,11,5,9,11,11,8,11,8,NA,NA,1
2022-07-13 13:00:00,"Lengal D.","Moravec M.",2,3,12,10,12,14,7,11,11,8,8,11,0
2022-07-13 13:00:00,"Lorenc M.","Sturma P.",3,1,11,7,13,11,8,11,11,7,NA,NA,1
2022-07-13 13:00:00,"Varcl J.","Tacinec M.",3,2,10,12,11,4,6,11,11,8,11,7,1
2022-07-13 13:30:00,"Havrda C.","Samko S.",0,3,4,11,9,11,7,11,NA,NA,NA,NA,0
2022-07-13 13:30:00,"Mastera M.","Paril O.",0,3,4,11,6,11,8,11,NA,NA,NA,NA,0
2022-07-13 13:30:00,"Milata R.","Lotrek K.",3,1,12,10,6,11,11,8,11,9,NA,NA,1
2022-07-13 13:30:00,"Vojtech J.","Prokupek J.",3,0,11,9,11,3,15,13,NA,NA,NA,NA,1
2022-07-13 14:00:00,"Moravec M.","Mastera M.",3,1,12,10,11,4,11,13,11,9,NA,NA,1
2022-07-13 14:00:00,"Pozarsky J.","Vojtech J.",3,1,11,8,12,10,9,11,11,8,NA,NA,1
2022-07-13 14:00:00,"Sturma P.","Milata R.",0,3,4,11,8,11,6,11,NA,NA,NA,NA,0
2022-07-13 14:00:00,"Tacinec M.","Havrda C.",3,0,11,7,11,3,13,11,NA,NA,NA,NA,1
2022-07-13 14:30:00,"Lotrek K.","Lorenc M.",3,2,9,11,9,11,11,7,11,4,15,13,1
2022-07-13 14:30:00,"Prokupek J.","Kliuchuk R.",2,3,11,8,5,11,11,3,10,12,5,11,0
2022-07-13 14:30:00,"Samko S.","Varcl J.",2,3,2,11,11,6,11,6,9,11,9,11,0
2022-07-13 14:35:00,"Paril O.","Lengal D.",3,0,12,10,11,9,11,9,NA,NA,NA,NA,1
2022-07-13 15:00:00,"Kliuchuk R.","Vojtech J.",3,1,6,11,16,14,12,10,11,9,NA,NA,1
2022-07-13 15:00:00,"Lengal D.","Mastera M.",3,0,11,9,11,9,11,5,NA,NA,NA,NA,1
2022-07-13 15:00:00,"Varcl J.","Havrda C.",3,1,11,8,7,11,11,7,11,8,NA,NA,1
2022-07-13 15:15:00,"Lorenc M.","Milata R.",3,2,9,11,11,9,11,6,9,11,11,6,1
2022-07-13 15:30:00,"Moravec M.","Paril O.",0,3,5,11,4,11,6,11,NA,NA,NA,NA,0
2022-07-13 15:30:00,"Pozarsky J.","Prokupek J.",1,3,6,11,4,11,11,6,6,11,NA,NA,0
2022-07-13 15:30:00,"Tacinec M.","Samko S.",3,1,11,8,5,11,11,6,11,8,NA,NA,1
2022-07-13 15:40:00,"Sturma P.","Lotrek K.",0,3,7,11,7,11,3,11,NA,NA,NA,NA,0
2022-07-13 16:00:00,"Lengal D.","Mastera M.",2,3,11,4,8,11,8,11,11,6,9,11,0
2022-07-13 16:00:00,"Lotrek K.","Sturma P.",3,2,3,11,11,5,11,9,8,11,11,5,1
2022-07-13 16:00:00,"Prokupek J.","Pozarsky J.",0,3,9,11,10,12,4,11,NA,NA,NA,NA,0
2022-07-13 16:00:00,"Samko S.","Havrda C.",2,3,11,8,12,10,8,11,7,11,7,11,0
2022-07-13 16:30:00,"Kliuchuk R.","Vojtech J.",2,3,3,11,10,12,11,7,11,8,9,11,0
2022-07-13 16:30:00,"Milata R.","Lorenc M.",3,1,11,7,9,11,11,5,11,9,NA,NA,1
2022-07-13 16:30:00,"Paril O.","Moravec M.",3,1,11,9,11,9,9,11,11,6,NA,NA,1
2022-07-13 16:30:00,"Varcl J.","Tacinec M.",0,3,5,11,9,11,6,11,NA,NA,NA,NA,0
2022-07-13 17:00:00,"Bartik T.","Stehlik O.",3,2,8,11,7,11,11,8,11,3,11,4,1
2022-07-13 17:00:00,"Boruvka L.","Macela P.",3,1,6,11,11,5,11,9,12,10,NA,NA,1
2022-07-13 17:00:00,"Jindrak L.","Koubek V.",3,0,11,8,11,8,12,10,NA,NA,NA,NA,1
2022-07-13 17:00:00,"Palmi I.","Motak J.",3,0,11,5,11,5,11,8,NA,NA,NA,NA,1
2022-07-13 17:30:00,"Kanok J.","Kanak A.",3,1,11,8,11,9,9,11,11,6,NA,NA,1
2022-07-13 17:30:00,"Krcal R.","Mastera M.",1,3,7,11,11,13,12,10,8,11,NA,NA,0
2022-07-13 17:30:00,"Medek J.","Hruska V. jr",3,2,7,11,6,11,14,12,11,5,11,5,1
2022-07-13 17:30:00,"Protiva L.","Kutifel J.",3,2,11,5,9,11,11,4,9,11,11,9,1
2022-07-13 18:00:00,"Koubek V.","Protiva L.",3,2,6,11,11,9,11,8,4,11,12,10,1
2022-07-13 18:00:00,"Macela P.","Medek J.",3,2,5,11,8,11,11,3,11,9,11,2,1
2022-07-13 18:00:00,"Motak J.","Kanok J.",1,3,7,11,12,10,6,11,7,11,NA,NA,0
2022-07-13 18:00:00,"Stehlik O.","Krcal R.",0,3,6,11,8,11,9,11,NA,NA,NA,NA,0
2022-07-13 18:30:00,"Hruska V. jr","Boruvka L.",2,3,5,11,13,11,3,11,11,6,2,11,0
2022-07-13 18:30:00,"Kanak A.","Palmi I.",2,3,11,9,5,11,7,11,11,6,8,11,0
2022-07-13 18:30:00,"Kutifel J.","Jindrak L.",3,0,11,8,11,7,11,9,NA,NA,NA,NA,1
2022-07-13 18:30:00,"Mastera M.","Bartik T.",2,3,6,11,11,9,11,2,10,12,5,11,0
2022-07-13 19:00:00,"Bartik T.","Krcal R.",3,0,11,6,11,9,11,8,NA,NA,NA,NA,1
2022-07-13 19:00:00,"Boruvka L.","Medek J.",3,0,11,9,11,8,11,5,NA,NA,NA,NA,1
2022-07-13 19:00:00,"Jindrak L.","Protiva L.",3,2,11,7,11,7,9,11,6,11,11,8,1
2022-07-13 19:00:00,"Palmi I.","Kanok J.",2,3,11,9,5,11,11,4,5,11,8,11,0
2022-07-13 19:30:00,"Koubek V.","Kutifel J.",3,1,11,7,8,11,11,8,11,6,NA,NA,1
2022-07-13 19:30:00,"Macela P.","Hruska V. jr",0,3,6,11,6,11,5,11,NA,NA,NA,NA,0
2022-07-13 19:30:00,"Motak J.","Kanak A.",3,1,11,7,6,11,11,6,13,11,NA,NA,1
2022-07-13 19:30:00,"Stehlik O.","Mastera M.",3,1,11,5,5,11,11,6,12,10,NA,NA,1
2022-07-13 20:00:00,"Medek J.","Macela P.",0,3,13,15,3,11,3,11,NA,NA,NA,NA,0
2022-07-13 20:00:00,"Motak J.","Kanak A.",3,2,11,8,7,11,7,11,11,5,11,4,1
2022-07-13 20:00:00,"Protiva L.","Kutifel J.",3,0,13,11,11,4,11,8,NA,NA,NA,NA,1
2022-07-13 20:00:00,"Stehlik O.","Krcal R.",3,0,11,5,11,7,11,9,NA,NA,NA,NA,1
2022-07-13 20:30:00,"Bartik T.","Mastera M.",2,3,12,10,9,11,8,11,11,9,8,11,0
2022-07-13 20:30:00,"Boruvka L.","Hruska V. jr",3,0,11,5,12,10,11,5,NA,NA,NA,NA,1
2022-07-13 20:30:00,"Jindrak L.","Koubek V.",3,1,12,10,11,4,5,11,11,4,NA,NA,1
2022-07-13 20:30:00,"Kanok J.","Palmi I.",2,3,8,11,11,7,5,11,12,10,8,11,0
2022-07-13 21:00:00,"Kolenic T.","Moravek J.",1,3,13,11,9,11,4,11,3,11,NA,NA,0
2022-07-13 21:00:00,"Levicky J.","Strelec A.",2,3,17,15,11,9,5,11,4,11,12,14,0
2022-07-13 21:00:00,"Pacha R.","Kouble D.",3,1,11,9,11,7,7,11,11,4,NA,NA,1
2022-07-13 21:05:00,"Mista O.","Stanek V.",3,2,9,11,10,12,11,3,11,7,11,4,1
2022-07-13 21:30:00,"Darin K.","Stempak V.",0,3,7,11,10,12,7,11,NA,NA,NA,NA,0
2022-07-13 21:30:00,"Mazanek S.","Hisler P.",3,2,11,8,13,15,14,12,7,11,11,9,1
2022-07-13 21:30:00,"Pycha P.","Prokupek J.",1,3,11,6,7,11,9,11,8,11,NA,NA,0
2022-07-13 21:45:00,"Kotil M.","Hons K.",2,3,9,11,11,3,11,2,9,11,9,11,0
2022-07-13 22:00:00,"Kouble D.","Pycha P.",0,3,5,11,8,11,13,15,NA,NA,NA,NA,0
2022-07-13 22:00:00,"Moravek J.","Mazanek S.",2,3,11,8,8,11,5,11,11,8,9,11,0
2022-07-13 22:00:00,"Strelec A.","Darin K.",3,2,6,11,11,9,11,9,8,11,14,12,1
2022-07-13 22:05:00,"Stanek V.","Kotil M.",0,3,7,11,6,11,5,11,NA,NA,NA,NA,0
2022-07-13 22:30:00,"Hisler P.","Kolenic T.",0,3,5,11,8,11,9,11,NA,NA,NA,NA,0
2022-07-13 22:30:00,"Hons K.","Mista O.",0,3,6,11,5,11,8,11,NA,NA,NA,NA,0
2022-07-13 22:30:00,"Prokupek J.","Pacha R.",2,3,11,9,6,11,6,11,11,7,8,11,0
2022-07-13 22:30:00,"Stempak V.","Levicky J.",0,3,10,12,6,11,3,11,NA,NA,NA,NA,0
2022-07-13 23:00:00,"Kolenic T.","Mazanek S.",2,3,11,8,8,11,11,13,11,4,8,11,0
2022-07-13 23:00:00,"Levicky J.","Darin K.",1,3,11,9,5,11,4,11,4,11,NA,NA,0
2022-07-13 23:00:00,"Mista O.","Kotil M.",3,1,7,11,11,7,11,7,15,13,NA,NA,1
2022-07-13 23:00:00,"Pacha R.","Pycha P.",3,1,10,12,13,11,11,7,12,10,NA,NA,1
2022-07-13 23:30:00,"Kouble D.","Prokupek J.",3,1,11,7,11,8,6,11,11,4,NA,NA,1
2022-07-13 23:30:00,"Moravek J.","Hisler P.",3,1,11,7,11,4,9,11,12,10,NA,NA,1
2022-07-13 23:30:00,"Stanek V.","Hons K.",3,1,11,2,8,11,11,7,11,9,NA,NA,1
2022-07-13 23:30:00,"Strelec A.","Stempak V.",3,0,11,7,11,5,11,7,NA,NA,NA,NA,1
2022-07-14 00:00:00,"Darin K.","Stempak V.",1,3,8,11,10,12,11,7,10,12,NA,NA,0
2022-07-14 00:00:00,"Kolenic T.","Hisler P.",3,2,8,11,10,12,11,3,11,6,11,3,1
2022-07-14 00:00:00,"Pycha P.","Kouble D.",3,0,11,6,11,7,11,6,NA,NA,NA,NA,1
2022-07-14 00:00:00,"Stanek V.","Hons K.",1,3,13,11,3,11,6,11,8,11,NA,NA,0
2022-07-14 00:30:00,"Mazanek S.","Moravek J.",3,2,9,11,3,11,11,6,12,10,11,5,1
2022-07-14 00:30:00,"Mista O.","Kotil M.",3,2,7,11,11,4,9,11,11,2,11,9,1
2022-07-14 00:30:00,"Pacha R.","Prokupek J.",3,1,17,19,11,7,11,5,11,7,NA,NA,1
2022-07-14 00:30:00,"Strelec A.","Levicky J.",0,3,4,11,7,11,7,11,NA,NA,NA,NA,0
2022-07-14 06:00:00,"Jenicek J.","Batthyany T.",0,3,7,11,6,11,3,11,NA,NA,NA,NA,0
2022-07-14 06:00:00,"Tuma D.","Plachy J.",3,2,11,9,9,11,6,11,11,2,11,2,1
2022-07-14 06:30:00,"Tonar L.","Kucirek O.",3,1,11,4,11,7,10,12,12,10,NA,NA,1
2022-07-14 06:30:00,"Zahradka M.","Louda J.",3,1,11,8,11,8,8,11,11,9,NA,NA,1
2022-07-14 09:00:00,"Benes R.","Moravec M.",3,1,12,10,11,8,6,11,11,8,NA,NA,1
2022-07-14 09:00:00,"Hasmanda R.","Kulhanek P.",3,0,11,6,11,5,12,10,NA,NA,NA,NA,1
2022-07-14 09:00:00,"Hudec S.","Lovl J.",2,3,20,22,7,11,12,10,11,9,5,11,0
2022-07-14 09:00:00,"Regner M.","Hruska V. sr",1,3,11,4,9,11,10,12,7,11,NA,NA,0
2022-07-14 09:30:00,"Havel L.","Sudek P.",0,3,5,11,6,11,5,11,NA,NA,NA,NA,0
2022-07-14 09:30:00,"Plachy J.","Svec J.",3,2,6,11,3,11,11,5,11,5,12,10,1
2022-07-14 09:30:00,"Sedlacek M.","Stusek D.",1,3,9,11,11,6,7,11,9,11,NA,NA,0
2022-07-14 09:40:00,"Jakes M.","Fnukal R.",3,1,10,12,11,5,11,8,11,6,NA,NA,1
2022-07-14 10:00:00,"Hruska V. sr","Havel L.",0,3,7,11,3,11,6,11,NA,NA,NA,NA,0
2022-07-14 10:00:00,"Kulhanek P.","Plachy J.",2,3,11,5,11,8,9,11,9,11,9,11,0
2022-07-14 10:00:00,"Lovl J.","Jakes M.",1,3,11,13,11,6,4,11,9,11,NA,NA,0
2022-07-14 10:00:00,"Moravec M.","Sedlacek M.",0,3,8,11,8,11,7,11,NA,NA,NA,NA,0
2022-07-14 10:30:00,"Fnukal R.","Hudec S.",0,3,9,11,5,11,4,11,NA,NA,NA,NA,0
2022-07-14 10:30:00,"Stusek D.","Benes R.",3,0,11,9,11,8,11,7,NA,NA,NA,NA,1
2022-07-14 10:30:00,"Sudek P.","Regner M.",1,3,12,14,10,12,11,6,8,11,NA,NA,0
2022-07-14 10:30:00,"Svec J.","Hasmanda R.",2,3,7,11,11,9,4,11,11,6,9,11,0
2022-07-14 11:00:00,"Benes R.","Sedlacek M.",2,3,13,11,7,11,11,7,3,11,10,12,0
2022-07-14 11:00:00,"Hasmanda R.","Plachy J.",0,3,2,11,9,11,8,11,NA,NA,NA,NA,0
2022-07-14 11:00:00,"Hudec S.","Jakes M.",3,1,13,11,11,8,9,11,11,2,NA,NA,1
2022-07-14 11:00:00,"Regner M.","Havel L.",3,0,11,4,11,9,11,6,NA,NA,NA,NA,1
2022-07-14 11:30:00,"Hruska V. sr","Sudek P.",0,3,9,11,8,11,5,11,NA,NA,NA,NA,0
2022-07-14 11:30:00,"Kulhanek P.","Svec J.",0,3,5,11,7,11,6,11,NA,NA,NA,NA,0
2022-07-14 11:30:00,"Lovl J.","Fnukal R.",1,3,8,11,6,11,11,7,3,11,NA,NA,0
2022-07-14 11:30:00,"Moravec M.","Stusek D.",0,3,8,11,9,11,9,11,NA,NA,NA,NA,0
2022-07-14 12:00:00,"Benes R.","Moravec M.",3,1,7,11,11,9,11,9,11,6,NA,NA,1
2022-07-14 12:00:00,"Havel L.","Hruska V. sr",3,1,9,11,11,4,11,4,11,7,NA,NA,1
2022-07-14 12:00:00,"Lovl J.","Fnukal R.",1,3,7,11,11,6,4,11,6,11,NA,NA,0
2022-07-14 12:00:00,"Svec J.","Kulhanek P.",3,1,12,10,8,11,11,9,11,6,NA,NA,1
2022-07-14 12:30:00,"Hudec S.","Jakes M.",3,0,11,6,11,7,13,11,NA,NA,NA,NA,1
2022-07-14 12:30:00,"Plachy J.","Hasmanda R.",3,2,5,11,11,4,12,10,7,11,11,6,1
2022-07-14 12:30:00,"Sudek P.","Regner M.",3,2,5,11,13,15,11,8,11,3,11,7,1
2022-07-14 12:40:00,"Stusek D.","Sedlacek M.",2,3,11,5,7,11,11,4,4,11,10,12,0
2022-07-14 13:00:00,"Dvorak M.","Cejka M.",3,2,6,11,11,6,7,11,11,7,11,8,1
2022-07-14 13:00:00,"Prokupek J.","Belovsky J.",3,2,8,11,7,11,16,14,11,7,12,10,1
2022-07-14 13:00:00,"Stempen S.","Stempak L.",3,2,7,11,11,7,11,3,6,11,11,7,1
2022-07-14 13:00:00,"Vojtech J.","Cinibulk M.",1,3,5,11,7,11,11,3,8,11,NA,NA,0
2022-07-14 13:30:00,"Capek M.","Malek M.",3,2,8,11,11,8,11,8,11,13,14,12,1
2022-07-14 13:30:00,"Vanek J.","Pozarsky J.",3,0,11,7,13,11,11,8,NA,NA,NA,NA,1
2022-07-14 13:30:00,"Vavrecka R.","Stach J.",2,3,10,12,11,9,11,5,7,11,6,11,0
2022-07-14 13:40:00,"Barbora A.","Jablonovsky J.",3,2,4,11,9,11,11,9,11,5,11,8,1
2022-07-14 14:00:00,"Belovsky J.","Barbora A.",2,3,7,11,11,5,11,3,6,11,7,11,0
2022-07-14 14:00:00,"Cejka M.","Capek M.",1,3,7,11,8,11,11,4,2,11,NA,NA,0
2022-07-14 14:00:00,"Cinibulk M.","Vanek J.",2,3,7,11,11,8,8,11,12,10,9,11,0
2022-07-14 14:00:00,"Stempak L.","Vavrecka R.",2,3,11,8,7,11,9,11,16,14,7,11,0
2022-07-14 14:30:00,"Jablonovsky J.","Prokupek J.",1,3,9,11,11,3,11,13,5,11,NA,NA,0
2022-07-14 14:30:00,"Malek M.","Dvorak M.",2,3,10,12,11,7,12,10,3,11,4,11,0
2022-07-14 14:30:00,"Pozarsky J.","Vojtech J.",3,1,11,4,11,6,13,15,11,8,NA,NA,1
2022-07-14 14:30:00,"Stach J.","Stempen S.",0,3,6,11,9,11,8,11,NA,NA,NA,NA,0
2022-07-14 15:00:00,"Dvorak M.","Capek M.",3,0,11,6,11,9,11,2,NA,NA,NA,NA,1
2022-07-14 15:00:00,"Prokupek J.","Barbora A.",2,3,9,11,11,9,11,4,10,12,12,14,0
2022-07-14 15:00:00,"Stempen S.","Vavrecka R.",0,3,11,13,5,11,7,11,NA,NA,NA,NA,0
2022-07-14 15:00:00,"Vojtech J.","Vanek J.",2,3,11,7,11,4,5,11,6,11,2,11,0
2022-07-14 15:30:00,"Belovsky J.","Jablonovsky J.",0,3,6,11,6,11,7,11,NA,NA,NA,NA,0
2022-07-14 15:30:00,"Cejka M.","Malek M.",1,3,7,11,11,6,6,11,8,11,NA,NA,0
2022-07-14 15:30:00,"Cinibulk M.","Pozarsky J.",2,3,11,9,11,8,7,11,5,11,9,11,0
2022-07-14 15:30:00,"Stempak L.","Stach J.",3,1,11,7,11,6,7,11,14,12,NA,NA,1
2022-07-14 16:00:00,"Jablonovsky J.","Belovsky J.",3,2,11,9,10,12,11,7,7,11,11,3,1
2022-07-14 16:00:00,"Stempak L.","Stach J.",3,1,11,2,11,3,9,11,11,7,NA,NA,1
2022-07-14 16:10:00,"Cinibulk M.","Vojtech J.",3,1,11,8,10,12,11,6,13,11,NA,NA,1
2022-07-14 16:10:00,"Malek M.","Cejka M.",0,3,9,11,12,14,9,11,NA,NA,NA,NA,0
2022-07-14 16:30:00,"Barbora A.","Prokupek J.",3,2,11,3,7,11,8,11,11,7,11,5,1
2022-07-14 16:30:00,"Dvorak M.","Capek M.",3,0,11,6,11,8,11,3,NA,NA,NA,NA,1
2022-07-14 16:30:00,"Vanek J.","Pozarsky J.",3,2,11,4,11,4,4,11,5,11,11,6,1
2022-07-14 16:30:00,"Vavrecka R.","Stempen S.",3,2,5,11,11,6,13,11,1,11,11,7,1
2022-07-14 17:00:00,"Jindrak L.","Kutifel J.",3,2,11,6,7,11,10,12,11,8,11,3,1
2022-07-14 17:00:00,"Jochym P.","Filko D.",3,1,11,5,11,5,13,15,11,6,NA,NA,1
2022-07-14 17:00:00,"Macela P.","Mares E.",3,0,11,4,11,1,11,5,NA,NA,NA,NA,1
2022-07-14 17:00:00,"Pelikan L.","Manhal J. sr",2,3,12,10,11,5,5,11,4,11,8,11,0
2022-07-14 17:30:00,"Benesz R.","Macura R.",0,3,10,12,4,11,13,15,NA,NA,NA,NA,0
2022-07-14 17:30:00,"Hiblbauer J.","Cernik J.",2,3,11,7,11,8,8,11,8,11,8,11,0
2022-07-14 17:30:00,"Hruska V. jr","Postelt T.",0,3,7,11,7,11,9,11,NA,NA,NA,NA,0
2022-07-14 17:30:00,"Protiva L.","Kanera J.",3,0,14,12,11,3,11,6,NA,NA,NA,NA,1
2022-07-14 18:00:00,"Filko D.","Benesz R.",0,3,4,11,9,11,2,11,NA,NA,NA,NA,0
2022-07-14 18:00:00,"Kutifel J.","Protiva L.",3,1,6,11,11,5,11,5,11,6,NA,NA,1
2022-07-14 18:00:00,"Manhal J. sr","Hiblbauer J.",1,3,4,11,7,11,11,4,7,11,NA,NA,0
2022-07-14 18:00:00,"Postelt T.","Macela P.",1,3,8,11,11,9,4,11,6,11,NA,NA,0
2022-07-14 18:30:00,"Cernik J.","Pelikan L.",2,3,3,11,14,12,10,12,11,7,11,13,0
2022-07-14 18:30:00,"Kanera J.","Jindrak L.",1,3,6,11,11,5,7,11,9,11,NA,NA,0
2022-07-14 18:30:00,"Macura R.","Jochym P.",3,1,8,11,11,9,12,10,11,6,NA,NA,1
2022-07-14 18:30:00,"Mares E.","Hruska V. jr",1,3,11,8,10,12,2,11,12,14,NA,NA,0
2022-07-14 19:00:00,"Hruska V. jr","Macela P.",1,3,8,11,11,7,5,11,6,11,NA,NA,0
2022-07-14 19:00:00,"Jindrak L.","Protiva L.",3,0,11,7,11,5,11,9,NA,NA,NA,NA,1
2022-07-14 19:00:00,"Jochym P.","Benesz R.",0,3,5,11,10,12,9,11,NA,NA,NA,NA,0
2022-07-14 19:05:00,"Pelikan L.","Hiblbauer J.",3,0,11,1,11,5,11,7,NA,NA,NA,NA,1
2022-07-14 19:30:00,"Filko D.","Macura R.",3,0,11,8,11,9,11,5,NA,NA,NA,NA,1
2022-07-14 19:30:00,"Kutifel J.","Kanera J.",3,1,7,11,11,6,11,7,11,9,NA,NA,1
2022-07-14 19:30:00,"Manhal J. sr","Cernik J.",1,3,6,11,11,8,10,12,14,16,NA,NA,0
2022-07-14 19:30:00,"Postelt T.","Mares E.",0,3,7,11,9,11,12,14,NA,NA,NA,NA,0
2022-07-14 20:00:00,"Filko D.","Jochym P.",0,3,12,14,8,11,9,11,NA,NA,NA,NA,0
2022-07-14 20:00:00,"Mares E.","Hruska V. jr",1,3,9,11,11,9,7,11,11,13,NA,NA,0
2022-07-14 20:00:00,"Protiva L.","Kanera J.",3,0,11,9,16,14,15,13,NA,NA,NA,NA,1
2022-07-14 20:10:00,"Hiblbauer J.","Manhal J. sr",3,1,13,11,9,11,12,10,11,9,NA,NA,1
2022-07-14 20:30:00,"Benesz R.","Macura R.",2,3,11,6,10,12,12,10,11,13,9,11,0
2022-07-14 20:30:00,"Jindrak L.","Kutifel J.",1,3,7,11,4,11,11,9,8,11,NA,NA,0
2022-07-14 20:30:00,"Macela P.","Postelt T.",3,2,10,12,11,5,11,6,9,11,17,15,1
2022-07-14 20:40:00,"Pelikan L.","Cernik J.",0,3,9,11,9,11,7,11,NA,NA,NA,NA,0
2022-07-14 21:00:00,"Bittner M.","Kowalik M.",3,2,7,11,11,5,7,11,11,8,11,8,1
2022-07-14 21:00:00,"Kliuchuk R.","Korp Jr. P.",3,1,11,9,11,3,6,11,12,10,NA,NA,1
2022-07-14 21:00:00,"Krejci A.","Masa P.",3,1,11,6,11,3,11,13,11,6,NA,NA,1
2022-07-14 21:00:00,"Navrat T.","Stefanik V.",3,0,11,6,11,4,11,8,NA,NA,NA,NA,1
2022-07-14 21:30:00,"Brozik K.","Korp Sr. P.",3,1,6,11,11,9,11,6,11,8,NA,NA,1
2022-07-14 21:30:00,"Hons K.","Zadina B.",3,0,11,2,11,8,12,10,NA,NA,NA,NA,1
2022-07-14 21:30:00,"Urban M.","Pikous M.",3,1,11,7,11,8,10,12,11,5,NA,NA,1
