"Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
2022-07-18 23:30:00,"Sejk P.","Pechacek J.",1,3,11,5,9,11,5,11,9,11,NA,NA,0
2022-07-18 23:35:00,"Motak J.","Skulina B.",0,3,8,11,7,11,7,11,NA,NA,NA,NA,0
2022-07-19 00:00:00,"Dusatko J.","Lieskovsky D.",3,2,5,11,11,5,5,11,11,9,11,3,1
2022-07-19 00:00:00,"Kanok J.","Motak J.",1,3,6,11,8,11,11,8,19,21,NA,NA,0
2022-07-19 00:00:00,"Mares E.","Bradac P.",3,0,11,9,11,7,22,20,NA,NA,NA,NA,1
2022-07-19 00:00:00,"Sejk P.","Kotil M.",2,3,12,10,4,11,11,2,3,11,10,12,0
2022-07-19 00:30:00,"Hruska V.","Gireth P.",3,1,11,6,11,4,7,11,11,8,NA,NA,1
2022-07-19 00:30:00,"Kliuchuk R.","Korp Jr. P.",2,3,10,12,12,10,6,11,13,11,8,11,0
2022-07-19 00:30:00,"Navrat T.","Skulina B.",1,3,11,7,6,11,6,11,7,11,NA,NA,0
2022-07-19 00:30:00,"Pechacek J.","Zacharda A.",3,0,15,13,11,5,15,13,NA,NA,NA,NA,1
2022-07-19 01:00:00,"Hasmanda R.","Vrabec D.",2,3,11,1,10,12,11,13,12,10,10,12,0
2022-07-19 01:00:00,"Kulhanek P.","Vilhelm P.",3,0,11,4,11,9,11,9,NA,NA,NA,NA,1
2022-07-19 01:30:00,"Cermak V.","Lepsik J.",1,3,11,13,7,11,13,11,4,11,NA,NA,0
2022-07-19 01:30:00,"Madle L.","Strnad J.",0,3,6,11,7,11,12,14,NA,NA,NA,NA,0
2022-07-19 02:00:00,"Vilhelm P.","Svec J.",1,3,6,11,3,11,11,9,11,13,NA,NA,0
2022-07-19 02:00:00,"Vrabec D.","Plachy J.",3,1,9,11,11,7,11,6,11,9,NA,NA,1
2022-07-19 02:30:00,"Hasmanda R.","Cermak V.",2,3,6,11,7,11,11,5,11,9,9,11,0
2022-07-19 02:30:00,"Kulhanek P.","Madle L.",3,0,11,9,11,7,11,8,NA,NA,NA,NA,1
2022-07-19 03:00:00,"Plachy J.","Lepsik J.",1,3,12,10,8,11,2,11,10,12,NA,NA,0
2022-07-19 03:00:00,"Svec J.","Strnad J.",2,3,7,11,13,11,11,13,11,9,9,11,0
2022-07-19 03:30:00,"Vilhelm P.","Madle L.",3,2,4,11,7,11,12,10,12,10,12,10,1
2022-07-19 03:30:00,"Vrabec D.","Cermak V.",2,3,11,7,10,12,2,11,14,12,4,11,0
2022-07-19 04:00:00,"Lepsik J.","Hasmanda R.",1,3,11,5,4,11,12,14,8,11,NA,NA,0
2022-07-19 04:00:00,"Strnad J.","Kulhanek P.",3,0,11,9,12,10,11,9,NA,NA,NA,NA,1
2022-07-19 04:30:00,"Cermak V.","Plachy J.",1,3,1,11,9,11,11,8,9,11,NA,NA,0
2022-07-19 04:30:00,"Madle L.","Svec J.",2,3,12,10,2,11,11,6,6,11,11,13,0
2022-07-19 05:00:00,"Lepsik J.","Vrabec D.",3,2,5,11,10,12,16,14,13,11,12,10,1
2022-07-19 05:00:00,"Strnad J.","Vilhelm P.",0,3,4,11,8,11,8,11,NA,NA,NA,NA,0
2022-07-19 05:30:00,"Plachy J.","Hasmanda R.",1,3,3,11,8,11,11,6,7,11,NA,NA,0
2022-07-19 05:30:00,"Svec J.","Kulhanek P.",2,3,11,9,4,11,11,8,6,11,8,11,0
2022-07-19 06:00:00,"Svec J.","Vilhelm P.",3,0,11,2,11,8,11,1,NA,NA,NA,NA,1
2022-07-19 06:00:00,"Vrabec D.","Cermak V.",1,3,9,11,7,11,11,4,5,11,NA,NA,0
2022-07-19 06:30:00,"Kulhanek P.","Strnad J.",3,1,11,4,8,11,11,5,11,9,NA,NA,1
2022-07-19 06:30:00,"Lepsik J.","Hasmanda R.",0,3,8,11,8,11,6,11,NA,NA,NA,NA,0
2022-07-19 09:00:00,"Kotil M.","Raymond P.",3,2,14,12,7,11,10,12,11,6,11,3,1
2022-07-19 09:00:00,"Kubat V.","Svatos V.",2,3,8,11,11,8,3,11,12,10,7,11,0
2022-07-19 09:00:00,"Mazurek M.","Macurak M.",2,3,11,9,11,7,7,11,7,11,8,11,0
2022-07-19 09:00:00,"Regner M.","Havel L.",3,0,11,9,11,9,14,12,NA,NA,NA,NA,1
2022-07-19 09:30:00,"Kvapil J.","Bartunek R.",3,2,12,10,11,9,8,11,6,11,15,13,1
2022-07-19 09:30:00,"Nejedly M.","Krejci A.",2,3,11,5,7,11,8,11,11,5,7,11,0
2022-07-19 09:30:00,"Palecek J.","Roubal B.",3,0,11,3,11,4,11,7,NA,NA,NA,NA,1
2022-07-19 09:30:00,"Vrtal O.","Theodor F.",0,3,9,11,6,11,6,11,NA,NA,NA,NA,0
2022-07-19 10:00:00,"Havel L.","Kvapil J.",2,3,11,8,9,11,9,11,11,5,10,12,0
2022-07-19 10:00:00,"Macurak M.","Vrtal O.",3,1,11,8,11,9,9,11,11,5,NA,NA,1
2022-07-19 10:00:00,"Raymond P.","Nejedly M.",3,2,11,7,7,11,5,11,11,9,11,2,1
2022-07-19 10:00:00,"Svatos V.","Palecek J.",1,3,4,11,11,8,5,11,7,11,NA,NA,0
2022-07-19 10:30:00,"Krejci A.","Kotil M.",0,3,8,11,6,11,15,17,NA,NA,NA,NA,0
2022-07-19 10:30:00,"Roubal B.","Kubat V.",1,3,9,11,6,11,11,8,10,12,NA,NA,0
2022-07-19 10:30:00,"Theodor F.","Mazurek M.",2,3,9,11,11,6,4,11,11,8,6,11,0
2022-07-19 10:35:00,"Bartunek R.","Regner M.",1,3,11,5,6,11,8,11,7,11,NA,NA,0
2022-07-19 11:00:00,"Kotil M.","Nejedly M.",1,3,6,11,10,12,11,9,9,11,NA,NA,0
2022-07-19 11:00:00,"Kubat V.","Palecek J.",3,0,12,10,11,9,11,9,NA,NA,NA,NA,1
2022-07-19 11:00:00,"Mazurek M.","Vrtal O.",3,0,13,11,11,9,11,7,NA,NA,NA,NA,1
2022-07-19 11:05:00,"Regner M.","Kvapil J.",3,1,15,13,4,11,11,8,11,8,NA,NA,1
2022-07-19 11:30:00,"Macurak M.","Theodor F.",3,2,14,16,3,11,12,10,13,11,11,8,1
2022-07-19 11:30:00,"Raymond P.","Krejci A.",3,2,11,9,9,11,12,14,11,4,11,8,1
2022-07-19 11:35:00,"Svatos V.","Roubal B.",2,3,11,9,7,11,8,11,11,7,7,11,0
2022-07-19 11:45:00,"Havel L.","Bartunek R.",3,0,11,7,11,5,11,1,NA,NA,NA,NA,1
2022-07-19 12:00:00,"Awrd","Havel L.",NA,3,0,11,0,11,0,11,0,NA,NA,NA,NA
2022-07-19 12:00:00,"Regner M.","Kvapil J.",3,0,11,8,13,11,12,10,NA,NA,NA,NA,1
2022-07-19 12:05:00,"Nejedly M.","Krejci A.",3,1,13,11,12,14,11,9,11,9,NA,NA,1
2022-07-19 12:05:00,"Svatos V.","Roubal B.",1,3,8,11,14,12,8,11,7,11,NA,NA,0
2022-07-19 12:05:00,"Theodor F.","Vrtal O.",3,2,7,11,11,9,6,11,11,5,11,8,1
2022-07-19 12:30:00,"Kubat V.","Palecek J.",1,3,11,8,9,11,12,14,4,11,NA,NA,0
2022-07-19 12:35:00,"Macurak M.","Mazurek M.",3,0,11,5,12,10,12,10,NA,NA,NA,NA,1
2022-07-19 12:35:00,"Raymond P.","Kotil M.",1,3,9,11,4,11,11,9,7,11,NA,NA,0
2022-07-19 13:00:00,"Balusek Z.","Kantor L.",3,0,11,6,11,5,11,6,NA,NA,NA,NA,1
2022-07-19 13:00:00,"Novak K.","Tuma D.",3,2,11,8,11,13,11,5,8,11,11,2,1
2022-07-19 13:00:00,"Postelt T.","Jindrak L.",0,3,6,11,7,11,6,11,NA,NA,NA,NA,0
2022-07-19 13:00:00,"Sejstal A.","Salanda V.",3,2,12,14,11,6,14,12,9,11,11,8,1
2022-07-19 13:30:00,"Knot J.","Linder L.",1,3,9,11,5,11,11,8,6,11,NA,NA,0
2022-07-19 13:30:00,"Mares E.","Pusch F.",3,1,11,4,11,7,8,11,11,6,NA,NA,1
2022-07-19 13:30:00,"Navrat L.","Velky Jr. D.",1,3,11,6,6,11,8,11,8,11,NA,NA,0
2022-07-19 13:30:00,"Pecka V.","Kaisler V.",3,0,11,7,11,5,11,5,NA,NA,NA,NA,1
2022-07-19 14:00:00,"Jindrak L.","Mares E.",2,3,9,11,11,4,11,6,8,11,10,12,0
2022-07-19 14:00:00,"Kantor L.","Navrat L.",3,2,11,9,9,11,6,11,11,7,11,8,1
2022-07-19 14:00:00,"Salanda V.","Pecka V.",2,3,7,11,11,6,10,12,11,6,5,11,0
2022-07-19 14:00:00,"Tuma D.","Knot J.",3,1,11,5,11,8,5,11,11,8,NA,NA,1
2022-07-19 14:30:00,"Kaisler V.","Sejstal A.",0,3,5,11,3,11,7,11,NA,NA,NA,NA,0
2022-07-19 14:30:00,"Linder L.","Novak K.",1,3,5,11,9,11,12,10,5,11,NA,NA,0
2022-07-19 14:30:00,"Velky Jr. D.","Balusek Z.",3,2,10,12,11,9,9,11,11,9,11,6,1
2022-07-19 14:40:00,"Pusch F.","Postelt T.",0,3,3,11,5,11,4,11,NA,NA,NA,NA,0
2022-07-19 15:00:00,"Balusek Z.","Navrat L.",3,0,11,5,11,5,11,9,NA,NA,NA,NA,1
2022-07-19 15:00:00,"Novak K.","Knot J.",3,0,11,7,11,5,11,6,NA,NA,NA,NA,1
2022-07-19 15:00:00,"Postelt T.","Mares E.",2,3,5,11,11,8,11,9,8,11,8,11,0
2022-07-19 15:00:00,"Sejstal A.","Pecka V.",3,0,11,6,11,4,11,7,NA,NA,NA,NA,1
2022-07-19 15:30:00,"Jindrak L.","Pusch F.",3,1,4,11,11,5,11,2,11,7,NA,NA,1
2022-07-19 15:30:00,"Kantor L.","Velky Jr. D.",2,3,8,11,11,6,12,10,6,11,8,11,0
2022-07-19 15:30:00,"Salanda V.","Kaisler V.",3,0,11,7,11,5,11,8,NA,NA,NA,NA,1
2022-07-19 15:30:00,"Tuma D.","Linder L.",3,0,11,2,11,8,11,6,NA,NA,NA,NA,1
2022-07-19 16:00:00,"Linder L.","Knot J.",2,3,11,9,11,9,11,13,8,11,4,11,0
2022-07-19 16:00:00,"Postelt T.","Pusch F.",3,0,11,7,11,8,11,5,NA,NA,NA,NA,1
2022-07-19 16:00:00,"Salanda V.","Kaisler V.",3,0,11,2,11,4,12,10,NA,NA,NA,NA,1
2022-07-19 16:30:00,"Mares E.","Jindrak L.",1,3,7,11,12,10,6,11,7,11,NA,NA,0
2022-07-19 16:30:00,"Novak K.","Tuma D.",1,3,9,11,12,10,6,11,8,11,NA,NA,0
2022-07-19 16:30:00,"Sejstal A.","Pecka V.",3,0,11,7,11,9,11,9,NA,NA,NA,NA,1
2022-07-19 17:00:00,"Hiblbauer J.","Poncar K.",1,3,9,11,12,10,3,11,7,11,NA,NA,0
2022-07-19 17:00:00,"Klimenta M.","Samko S.",3,2,11,5,10,12,12,14,11,8,11,1,1
2022-07-19 17:00:00,"Zahradka M.","Louda J.",3,1,11,4,9,11,11,4,11,7,NA,NA,1
2022-07-19 17:05:00,"Burdik V.","Moravec M.",3,1,8,11,11,9,11,6,11,9,NA,NA,1
2022-07-19 17:30:00,"Cernik J.","Fraj F.",3,1,11,8,11,9,8,11,16,14,NA,NA,1
2022-07-19 17:30:00,"Jezek M.","Pusch F.",2,3,10,12,11,9,11,5,5,11,8,11,0
2022-07-19 17:30:00,"Polovka R.","Trojan F.",3,2,10,12,8,11,13,11,11,7,11,7,1
2022-07-19 17:30:00,"Stusek D.","Sedlacek M.",0,3,4,11,9,11,3,11,NA,NA,NA,NA,0
2022-07-19 18:00:00,"Louda J.","Jezek M.",2,3,11,6,11,4,10,12,8,11,7,11,0
2022-07-19 18:00:00,"Moravec M.","Stusek D.",3,2,11,7,8,11,11,13,11,8,11,8,1
2022-07-19 18:00:00,"Poncar K.","Cernik J.",1,3,12,10,11,13,10,12,11,13,NA,NA,0
2022-07-19 18:00:00,"Samko S.","Polovka R.",1,3,3,11,4,11,11,9,7,11,NA,NA,0
2022-07-19 18:30:00,"Fraj F.","Hiblbauer J.",3,1,11,4,11,7,9,11,17,15,NA,NA,1
2022-07-19 18:30:00,"Pusch F.","Zahradka M.",2,3,11,6,7,11,7,11,11,4,5,11,0
2022-07-19 18:30:00,"Sedlacek M.","Burdik V.",3,1,11,8,10,12,11,6,12,10,NA,NA,1
2022-07-19 18:30:00,"Trojan F.","Klimenta M.",3,2,11,6,9,11,11,3,3,11,11,8,1
2022-07-19 19:00:00,"Burdik V.","Stusek D.",3,1,6,11,12,10,11,2,11,3,NA,NA,1
2022-07-19 19:00:00,"Hiblbauer J.","Cernik J.",3,1,11,4,7,11,11,3,11,7,NA,NA,1
2022-07-19 19:00:00,"Klimenta M.","Polovka R.",3,2,13,11,3,11,12,10,8,11,12,10,1
2022-07-19 19:00:00,"Zahradka M.","Jezek M.",3,0,14,12,11,1,11,5,NA,NA,NA,NA,1
2022-07-19 19:30:00,"Louda J.","Pusch F.",2,3,7,11,5,11,11,6,12,10,6,11,0
2022-07-19 19:30:00,"Moravec M.","Sedlacek M.",1,3,8,11,10,12,12,10,6,11,NA,NA,0
2022-07-19 19:30:00,"Poncar K.","Fraj F.",3,1,6,11,11,5,17,15,11,8,NA,NA,1
2022-07-19 19:35:00,"Samko S.","Trojan F.",0,3,11,13,7,11,4,11,NA,NA,NA,NA,0
2022-07-19 20:00:00,"Fraj F.","Hiblbauer J.",1,3,11,7,4,11,9,11,7,11,NA,NA,0
2022-07-19 20:00:00,"Jezek M.","Louda J.",3,2,7,11,11,8,5,11,11,9,12,10,1
2022-07-19 20:00:00,"Klimenta M.","Samko S.",3,1,11,5,11,6,6,11,11,8,NA,NA,1
2022-07-19 20:00:00,"Moravec M.","Stusek D.",0,3,6,11,6,11,3,11,NA,NA,NA,NA,0
2022-07-19 20:30:00,"Poncar K.","Cernik J.",1,3,5,11,3,11,11,9,7,11,NA,NA,0
2022-07-19 20:30:00,"Sedlacek M.","Burdik V.",3,1,9,11,11,8,11,2,11,3,NA,NA,1
2022-07-19 20:30:00,"Trojan F.","Polovka R.",0,3,9,11,8,11,2,11,NA,NA,NA,NA,0
2022-07-19 20:30:00,"Zahradka M.","Pusch F.",3,1,11,7,11,13,11,2,11,8,NA,NA,1
2022-07-19 21:00:00,"Bittner M.","Belonoznik A.",3,0,16,14,11,7,11,4,NA,NA,NA,NA,1
2022-07-19 21:00:00,"Molin V.","Skacelik R.",1,3,5,11,11,5,8,11,4,11,NA,NA,0
2022-07-19 21:00:00,"Otruba P. Sr.","Babicka L.",0,3,9,11,8,11,4,11,NA,NA,NA,NA,0
2022-07-19 21:00:00,"Pavelka R.","Barbora A.",3,1,11,3,11,7,4,11,11,6,NA,NA,1
2022-07-19 21:30:00,"Adam O.","Tecl T.",2,3,11,9,11,7,6,11,6,11,1,11,0
2022-07-19 21:30:00,"Hofman D.","Mecl J.",1,3,6,11,11,9,7,11,7,11,NA,NA,0
2022-07-19 21:30:00,"Koczy R.","Vanous J.",0,3,8,11,3,11,9,11,NA,NA,NA,NA,0
2022-07-19 21:30:00,"Pikous M.","Vrabec J.",3,0,11,9,11,7,11,9,NA,NA,NA,NA,1
2022-07-19 22:00:00,"Babicka L.","Adam O.",3,2,11,6,11,8,12,14,6,11,11,6,1
2022-07-19 22:00:00,"Barbora A.","Pikous M.",0,3,8,11,10,12,6,11,NA,NA,NA,NA,0
2022-07-19 22:00:00,"Belonoznik A.","Hofman D.",1,3,7,11,6,11,11,9,7,11,NA,NA,0
2022-07-19 22:00:00,"Skacelik R.","Koczy R.",3,0,11,6,11,6,11,9,NA,NA,NA,NA,1
2022-07-19 22:30:00,"Mecl J.","Bittner M.",3,2,10,12,11,5,5,11,12,10,11,4,1
2022-07-19 22:30:00,"Tecl T.","Otruba P. Sr.",3,0,11,5,11,6,11,7,NA,NA,NA,NA,1
2022-07-19 22:30:00,"Vanous J.","Molin V.",3,0,14,12,11,6,12,10,NA,NA,NA,NA,1
2022-07-19 22:30:00,"Vrabec J.","Pavelka R.",1,3,11,5,7,11,7,11,5,11,NA,NA,0
2022-07-19 23:00:00,"Bittner M.","Hofman D.",0,3,10,12,13,15,8,11,NA,NA,NA,NA,0
2022-07-19 23:00:00,"Molin V.","Koczy R.",3,0,11,8,11,6,11,7,NA,NA,NA,NA,1
2022-07-19 23:00:00,"Otruba P. Sr.","Adam O.",1,3,11,6,5,11,9,11,4,11,NA,NA,0
2022-07-19 23:00:00,"Pavelka R.","Pikous M.",2,3,11,8,11,13,4,11,12,10,6,11,0
2022-07-19 23:30:00,"Babicka L.","Tecl T.",1,3,4,11,5,11,11,5,12,14,NA,NA,0
2022-07-19 23:30:00,"Belonoznik A.","Mecl J.",3,0,12,10,11,6,12,10,NA,NA,NA,NA,1
2022-07-19 23:30:00,"Skacelik R.","Vanous J.",3,2,11,6,6,11,8,11,11,7,11,2,1
2022-07-19 23:35:00,"Barbora A.","Vrabec J.",3,1,9,11,11,4,11,5,11,4,NA,NA,1
2022-07-20 00:00:00,"Adam O.","Otruba P. Sr.",3,2,9,11,13,11,10,12,12,10,11,4,1
2022-07-20 00:00:00,"Barbora A.","Vrabec J.",1,3,4,11,6,11,11,6,10,12,NA,NA,0
2022-07-20 00:00:00,"Bittner M.","Belonoznik A.",3,2,11,8,7,11,11,7,14,16,13,11,1
2022-07-20 00:00:00,"Molin V.","Koczy R.",1,3,11,6,6,11,11,13,13,15,NA,NA,0
2022-07-20 00:30:00,"Pikous M.","Pavelka R.",3,2,11,9,8,11,11,7,13,15,11,4,1
2022-07-20 00:30:00,"Skacelik R.","Vanous J.",3,0,14,12,11,9,11,8,NA,NA,NA,NA,1
2022-07-20 00:35:00,"Hofman D.","Mecl J.",0,3,9,11,7,11,7,11,NA,NA,NA,NA,0
2022-07-20 00:35:00,"Tecl T.","Babicka L.",3,0,11,7,11,9,20,18,NA,NA,NA,NA,1
2022-07-20 01:00:00,"Klement M.","Holik T.",1,3,6,11,11,8,7,11,7,11,NA,NA,0
2022-07-20 01:00:00,"Kucirek O.","Vtelensky L.",2,3,2,11,12,10,6,11,12,10,4,11,0
2022-07-20 01:30:00,"Fojt P.","Novak K.",2,3,19,17,8,11,6,11,11,6,8,11,0
2022-07-20 01:30:00,"Pacha R.","Hampejs V.",0,3,6,11,6,11,7,11,NA,NA,NA,NA,0
2022-07-20 02:00:00,"Holik T.","Kliuchuk R.",3,2,5,11,11,5,7,11,13,11,11,7,1
2022-07-20 02:00:00,"Vtelensky L.","Andrle T.",2,3,11,7,11,9,7,11,9,11,9,11,0
2022-07-20 02:30:00,"Klement M.","Pacha R.",3,2,8,11,11,13,11,7,11,7,13,11,1
2022-07-20 02:30:00,"Kucirek O.","Fojt P.",3,1,11,6,12,10,2,11,11,8,NA,NA,1
2022-07-20 03:00:00,"Andrle T.","Novak K.",0,3,4,11,7,11,8,11,NA,NA,NA,NA,0
2022-07-20 03:00:00,"Kliuchuk R.","Hampejs V.",2,3,11,9,11,8,4,11,2,11,9,11,0
2022-07-20 03:30:00,"Holik T.","Pacha R.",1,3,8,11,8,11,11,9,12,14,NA,NA,0
2022-07-20 03:30:00,"Vtelensky L.","Fojt P.",3,2,11,13,11,5,12,10,9,11,12,10,1
2022-07-20 04:00:00,"Hampejs V.","Klement M.",0,3,5,11,4,11,5,11,NA,NA,NA,NA,0
2022-07-20 04:00:00,"Novak K.","Kucirek O.",3,0,11,2,11,6,11,7,NA,NA,NA,NA,1
2022-07-20 04:30:00,"Fojt P.","Andrle T.",3,2,11,9,6,11,8,11,11,9,11,8,1
2022-07-20 04:30:00,"Pacha R.","Kliuchuk R.",1,3,11,13,11,13,11,3,8,11,NA,NA,0
2022-07-20 05:00:00,"Hampejs V.","Holik T.",2,3,12,10,7,11,6,11,11,5,8,11,0
2022-07-20 05:00:00,"Novak K.","Vtelensky L.",2,3,9,11,11,7,9,11,12,10,7,11,0
2022-07-20 05:30:00,"Andrle T.","Kucirek O.",3,2,11,8,2,11,11,3,6,11,11,9,1
2022-07-20 05:30:00,"Kliuchuk R.","Klement M.",2,3,11,9,12,10,7,11,4,11,8,11,0
2022-07-20 09:00:00,"Jindrak L.","Sulc M.",3,0,11,8,11,9,11,7,NA,NA,NA,NA,1
2022-07-20 09:00:00,"Kvapil J.","Kasinski Z.",3,1,11,7,12,10,3,11,11,7,NA,NA,1
2022-07-20 09:00:00,"Sejstal A.","Salanda V.",3,0,12,10,11,4,11,6,NA,NA,NA,NA,1
2022-07-20 09:00:00,"Zientek Z.","Konvicka V.",3,1,11,4,12,10,6,11,11,5,NA,NA,1
2022-07-20 09:30:00,"Havel L.","Hruska V. sr",2,3,3,11,13,11,11,13,11,9,9,11,0
2022-07-20 09:30:00,"Mares E.","Pusch F.",3,0,11,3,11,7,11,8,NA,NA,NA,NA,1
2022-07-20 09:30:00,"Pecka V.","Koutnik J.",3,1,5,11,11,8,11,6,11,8,NA,NA,1
2022-07-20 09:30:00,"Strelec A.","Palmi I.",3,0,12,10,11,7,11,6,NA,NA,NA,NA,1
2022-07-20 10:00:00,"Kasinski Z.","Havel L.",3,2,12,14,11,5,7,11,11,9,11,9,1
2022-07-20 10:00:00,"Konvicka V.","Strelec A.",2,3,11,2,2,11,9,11,13,11,8,11,0
2022-07-20 10:00:00,"Pusch F.","Jindrak L.",1,3,5,11,11,8,5,11,6,11,NA,NA,0
2022-07-20 10:00:00,"Salanda V.","Pecka V.",2,3,11,9,8,11,6,11,11,6,11,13,0
2022-07-20 10:30:00,"Hruska V. sr","Kvapil J.",1,3,11,4,7,11,4,11,10,12,NA,NA,0
2022-07-20 10:30:00,"Koutnik J.","Sejstal A.",3,2,12,10,6,11,11,6,9,11,11,7,1
2022-07-20 10:30:00,"Palmi I.","Zientek Z.",1,3,11,3,8,11,5,11,7,11,NA,NA,0
2022-07-20 10:30:00,"Sulc M.","Mares E.",0,3,8,11,8,11,7,11,NA,NA,NA,NA,0
2022-07-20 11:00:00,"Kvapil J.","Havel L.",3,0,11,5,11,5,11,7,NA,NA,NA,NA,1
2022-07-20 11:00:00,"Mares E.","Jindrak L.",0,3,9,11,9,11,4,11,NA,NA,NA,NA,0
2022-07-20 11:00:00,"Sejstal A.","Pecka V.",3,0,11,5,11,3,11,8,NA,NA,NA,NA,1
2022-07-20 11:00:00,"Zientek Z.","Strelec A.",0,3,8,11,10,12,8,11,NA,NA,NA,NA,0
2022-07-20 11:30:00,"Kasinski Z.","Hruska V. sr",1,3,11,7,9,11,9,11,5,11,NA,NA,0
2022-07-20 11:30:00,"Konvicka V.","Palmi I.",1,3,7,11,11,8,6,11,9,11,NA,NA,0
2022-07-20 11:30:00,"Pusch F.","Sulc M.",0,3,6,11,9,11,8,11,NA,NA,NA,NA,0
2022-07-20 11:30:00,"Salanda V.","Koutnik J.",1,3,11,8,4,11,7,11,2,11,NA,NA,0
2022-07-20 12:00:00,"Kasinski Z.","Havel L.",0,3,10,12,5,11,9,11,NA,NA,NA,NA,0
2022-07-20 12:00:00,"Palmi I.","Konvicka V.",1,3,11,9,7,11,12,14,11,13,NA,NA,0
2022-07-20 12:00:00,"Pecka V.","Salanda V.",0,3,9,11,8,11,5,11,NA,NA,NA,NA,0
2022-07-20 12:00:00,"Sulc M.","Pusch F.",3,0,11,3,11,6,11,5,NA,NA,NA,NA,1
2022-07-20 12:30:00,"Jindrak L.","Mares E.",3,0,11,5,12,10,11,8,NA,NA,NA,NA,1
2022-07-20 12:30:00,"Kvapil J.","Hruska V. sr",3,1,11,5,11,5,8,11,11,8,NA,NA,1
2022-07-20 12:30:00,"Sejstal A.","Koutnik J.",3,2,9,11,11,9,9,11,11,7,11,8,1
2022-07-20 12:30:00,"Strelec A.","Zientek Z.",3,1,11,7,7,11,11,9,11,9,NA,NA,1
2022-07-20 13:00:00,"Krejci A.","Masa P.",3,2,15,13,12,10,8,11,8,11,11,6,1
2022-07-20 13:00:00,"Lysek T.","Hudeczek R.",3,1,8,11,11,8,12,10,13,11,NA,NA,1
2022-07-20 13:00:00,"Vanek J.","Sucharda J.",1,3,9,11,8,11,13,11,8,11,NA,NA,0
2022-07-20 13:00:00,"Zahradka M.","Postelt T.",1,3,8,11,3,11,11,9,10,12,NA,NA,0
2022-07-20 13:30:00,"Anton P.","Cinibulk M.",3,1,11,7,7,11,11,8,11,9,NA,NA,1
2022-07-20 13:30:00,"Baros K.","Mohelnik R.",3,1,6,11,11,4,11,5,11,4,NA,NA,1
2022-07-20 13:30:00,"Sulc M.","Jindrak L.",1,3,5,11,11,3,4,11,7,11,NA,NA,0
2022-07-20 13:35:00,"Jarolim J.","Raymond P.",1,3,11,7,5,11,6,11,4,11,NA,NA,0
2022-07-20 14:00:00,"Hudeczek R.","Baros K.",3,1,12,10,7,11,11,0,12,10,NA,NA,1
2022-07-20 14:00:00,"Masa P.","Jarolim J.",3,1,9,11,12,10,11,5,11,6,NA,NA,1
2022-07-20 14:00:00,"Postelt T.","Sulc M.",3,1,9,11,11,6,11,3,13,11,NA,NA,1
2022-07-20 14:00:00,"Sucharda J.","Anton P.",3,0,11,9,11,9,11,5,NA,NA,NA,NA,1
2022-07-20 14:30:00,"Cinibulk M.","Vanek J.",1,3,9,11,16,14,13,15,8,11,NA,NA,0
2022-07-20 14:30:00,"Jindrak L.","Zahradka M.",2,3,11,8,9,11,11,5,7,11,6,11,0
2022-07-20 14:30:00,"Mohelnik R.","Lysek T.",3,1,11,5,12,14,13,11,11,8,NA,NA,1
2022-07-20 14:30:00,"Raymond P.","Krejci A.",3,0,11,6,11,9,11,9,NA,NA,NA,NA,1
2022-07-20 15:00:00,"Krejci A.","Jarolim J.",3,2,7,11,13,11,11,6,4,11,11,4,1
2022-07-20 15:00:00,"Lysek T.","Baros K.",0,3,6,11,5,11,8,11,NA,NA,NA,NA,0
2022-07-20 15:00:00,"Vanek J.","Anton P.",3,0,11,6,11,4,12,10,NA,NA,NA,NA,1
2022-07-20 15:00:00,"Zahradka M.","Sulc M.",2,3,5,11,11,2,11,8,4,11,10,12,0
2022-07-20 15:30:00,"Hudeczek R.","Mohelnik R.",1,3,4,11,11,13,11,7,8,11,NA,NA,0
2022-07-20 15:30:00,"Masa P.","Raymond P.",3,2,15,13,8,11,11,2,6,11,11,7,1
2022-07-20 15:30:00,"Postelt T.","Jindrak L.",2,3,3,11,11,8,11,7,8,11,8,11,0
2022-07-20 15:30:00,"Sucharda J.","Cinibulk M.",1,3,11,4,4,11,7,11,11,13,NA,NA,0
2022-07-20 16:10:00,"Cinibulk M.","Anton P.",3,0,11,8,15,13,11,9,NA,NA,NA,NA,1
2022-07-20 16:10:00,"Hudeczek R.","Lysek T.",2,3,11,9,11,9,7,11,4,11,8,11,0
2022-07-20 16:10:00,"Krejci A.","Jarolim J.",3,0,14,12,11,6,11,3,NA,NA,NA,NA,1
2022-07-20 16:10:00,"Zahradka M.","Sulc M.",1,3,11,9,9,11,8,11,9,11,NA,NA,0
2022-07-20 16:30:00,"Baros K.","Mohelnik R.",3,1,11,9,6,11,11,7,11,6,NA,NA,1
2022-07-20 16:30:00,"Postelt T.","Jindrak L.",3,2,5,11,9,11,11,9,11,4,11,4,1
2022-07-20 16:30:00,"Raymond P.","Masa P.",2,3,9,11,8,11,11,6,11,6,11,13,0
2022-07-20 16:30:00,"Vanek J.","Sucharda J.",2,3,11,8,7,11,11,6,11,13,7,11,0
2022-07-20 17:00:00,"Havrda L.","Kubat V.",3,1,7,11,11,7,11,5,11,5,NA,NA,1
